CPU_Utilization_Pct,Memory_Usage_Pct,Clock_Speed_GHz,Ambient_Temp_C,Voltage_V,Current_Load_Amps,Power_Consumption_W,Fan_Speed_RPM,Airflow_CFM,CPU_Temperature_C
97.58,49.02,2.55,26.62,1.14,64.14,73.38,7973.01,119.54,41.41
27.43,46.38,3.03,25.74,1.23,143.91,176.32,4497.12,49.4,45.98
41.12,86.55,2.94,27.39,1.02,108.81,110.66,3009.90,42.76,47
42.21,24.45,2.22,24.78,1.22,66.5,80.89,3689.01,49.48,42.24
10.76,92.91,3.06,22.2,1.25,68.72,85.59,2029.64,23.98,44.59
85.53,20.62,3.2,21.29,1.03,141.63,145.9,5356.55,65.54,45.2
12.88,90.92,2.07,29.35,1.02,71.49,72.66,7344.05,108.93,36.86
94.62,61.1,3.22,23.3,1,58.62,58.89,5554.20,66.48,44.45
90.29,72.68,2.23,28.11,1.18,144.02,170.08,2507.23,34.36,64.34
58.2,34.03,4.23,26.68,1.25,74.33,92.85,6650.60,94.74,41.16
58.92,69.07,3.63,25.87,1.09,136.98,148.81,3017.80,39.18,54.6
68.84,86.15,2.14,29.65,1.45,128.12,185.49,3642.93,47.37,54.99
44.83,30.46,4.07,24.79,1.29,82.94,107.13,3213.02,40.26,51.06
68.25,29.53,2.9,26.8,1.3,147.72,191.85,7670.26,112.89,41.19
14.03,42.8,2.56,28.2,1.03,143.43,148.15,5020.10,72.9,41.36
14.86,32.13,2.63,18.55,1.04,80.54,83.78,6415.19,91.57,29.33
51.15,28.3,3.49,29.96,1.25,72.23,90.46,6806.15,95.88,43.47
59.47,70.87,2.2,21.15,1.38,55.12,76.13,5149.05,67.41,35.17
89.9,36.04,2.15,26.43,1.42,142.06,201.63,5967.14,83.2,44.89
19.42,70.03,3.57,29.44,1.27,138.14,175.51,3718.83,50.51,49.73
84.04,84.64,4.45,27.16,1.29,118.44,153.33,7862.01,115.66,41.68
28.9,68.9,3.21,20.76,1.31,141.56,185.05,2988.25,34.28,48.4
45.47,28.95,3.03,22.35,1.16,78.83,91.07,2391.96,29.54,46.06
38.49,63.02,4.37,22.97,1.49,60.51,90.02,4038.75,49.88,42.06
46.01,49.52,2.6,25.04,1.49,128.06,190.54,7728.69,114.5,37.58
23.54,45.75,2.6,25.24,1.31,147.66,193.79,4879.59,69.07,39.39
55.32,43.89,4.26,27.45,1.19,75.44,89.73,2419.47,25.08,61.55
82.15,89.71,3.62,28.32,1.42,72.17,102.82,6132.73,71.82,49.55
49.74,75.69,2.13,19.07,1.09,143.96,156.58,7938.32,88.39,33.46
54.16,30.04,3.68,21.28,1.3,121.96,158.76,2029.62,29.16,56.45
86.39,55.7,4.05,22.12,1.39,78.29,109.18,4858.58,71.3,47.05
73.55,43.87,2.68,18.16,1,106.07,106.29,6768.87,75.98,35.27
54.14,93.35,2.96,23.01,1.22,97.76,118.86,4703.67,47.16,44.03
33.19,93.35,2.49,22.31,1.13,123.4,139.56,4046.01,55.22,42.41
89.64,43.97,3.58,24.3,1.4,92.41,129.3,3233.02,38.09,59.79
61.93,46.41,3.66,19.2,1.46,90.65,132.52,2802.61,37.74,53.55
29.9,64.96,2.17,22.97,1.09,135.09,146.79,2591.90,33.89,48.06
34.22,55.95,3.69,25.17,1.09,120.71,131.56,6648.09,66.8,43.19
82.28,35.98,3.65,27.65,1.48,121.94,180.59,3876.36,51.03,56.6
13.97,69.53,2.09,27.2,1.26,77.19,96.94,4729.35,63.06,40.31
99.29,45.06,3.39,22.86,1.05,95.56,100.23,7079.66,70.83,41.21
21.73,69.03,3.53,22.67,1.04,109.45,113.62,4386.93,63.4,34.41
81.65,48.78,3.08,18.45,1.48,75.92,112.53,2446.26,31.97,55.96
45.53,72.52,4.25,18.99,1.22,149.3,181.55,4507.88,66.91,38.75
54.3,70.08,2.82,28.47,1.47,94.85,139.53,5432.49,75.8,42.97
89.26,58.16,2.17,27.67,1.29,86.91,111.98,2088.46,23.03,65.05
47.16,72.86,3.68,18.25,1.36,135.14,183.93,5487.08,71.93,36.77
58.37,54.57,3.51,28.59,1.14,74.76,85.19,2898.45,29.33,60.06
14.44,28.71,4.47,25.37,1.03,130.24,134.63,2660.86,30.47,53.29
10.21,33.66,2.58,27.62,1.39,144.29,201.01,6251.74,81.94,40.75
32.03,38.45,2.99,24.03,1.08,122.04,132.31,2884.79,29.19,50.47
71.25,24.74,3.15,19.81,1.36,99.77,135.51,2599.74,30.55,55.95
20.91,73.35,4.15,22.28,1.04,62.4,64.76,4716.48,65.26,34.97
20.24,47.55,3.04,23.4,1.29,120.06,154.59,4452.43,61.12,42.68
46.99,27.01,3.93,27.05,1.38,133.49,183.75,5919.75,59.53,49.05
68.31,81.5,2.39,27.75,1.01,91.47,92.35,7698.54,87.7,44.34
74.09,71.27,3.02,26.9,1.19,126.53,151.11,2562.52,27.63,65.85
26.06,53.92,2.39,23.72,1.29,104.01,134.61,7629.27,110.26,35.67
17.16,38.56,4.37,25.96,1.4,127.61,178.55,6431.51,65.87,46.93
94.64,31.38,2.44,21.55,1.13,76.82,86.73,3649.21,54.05,43.78
33.46,54.38,3.05,29.85,1.41,50.54,71.17,7363.55,105.43,38.88
86.8,86.39,2.21,20.02,1.32,149.61,198.07,2289.49,32.32,57.8
87.71,34.13,4.3,26.68,1.17,66.76,78.34,7900.71,79.01,45.31
79.53,62.65,3.56,19.86,1.15,137.89,158.54,6664.69,68.23,44.46
25.2,92.13,4.41,21.37,1.35,58.88,79.54,3978.21,56.45,36.08
83.96,67.78,2.11,26.99,1.36,115.24,156.96,6109.25,76.24,45.92
79.23,53,2.44,26.75,1.32,55.61,73.33,7841.39,112.08,36.17
63.71,73.73,2.95,19.49,1.22,117.06,143.06,4073.54,56.63,41.85
40.35,81.84,3.55,26.14,1.01,60.63,61.3,4659.20,61.85,41.23
33.63,64.29,2.82,20.45,1.29,110.46,142.16,7059.18,73.76,35.21
20.97,85.39,3.78,29.68,1.31,86.16,112.54,4695.56,65.75,43.35
55.88,58.59,2.41,25.24,1.12,102.54,114.85,2731.01,28.67,55.17
62.67,82.25,3.5,18.04,1.1,55,60.59,5901.83,82.58,33.05
42.34,91.4,2.99,20.5,1.43,85.34,122.22,4080.56,41.36,44.88
52.78,57.59,3.27,20.76,1.09,128.02,139.53,7655.86,94.22,34.61
42.72,65.38,3.42,20.97,1.1,127.54,140.92,2640.60,36.81,49.94
67.69,65.71,2.15,24.69,1.31,116.1,152.25,4958.24,50.07,47.28
91.11,78.61,4.31,20.47,1.16,145.02,168.17,6439.97,82.78,40.72
24.75,81.72,3.97,22.95,1.22,116.3,141.95,7375.66,109.08,34.77
44.33,22.04,3.11,20.08,1.27,84.52,106.92,6496.06,87.78,32.83
22.68,75,3.37,26,1.47,117.5,172.2,7613.12,109.83,36.16
66.24,78.79,2.08,24.82,1.13,85.61,96.76,6490.08,68.69,40.74
75.6,72.53,3.24,25.54,1.02,110.46,112.92,3808.90,46.17,49.77
93.87,73.53,3.07,29.61,1.06,116.93,123.7,7030.42,91.38,47.13
35.1,23.11,2.94,22.79,1.03,95.55,98.02,5243.51,54.44,40.23
95.52,53.15,4.04,20.59,1.38,148.35,204.29,6250.99,65.27,48.69
15.69,81.36,2.45,29.99,1.49,59.87,89.24,3768.21,44.54,42.67
64.27,90.05,2.44,18.7,1.04,100.69,104.72,7890.56,110.46,29.68
15.14,37.21,3.3,27.72,1.14,139.59,159.45,5684.22,71.71,43.58
90.44,63.44,3.72,19.95,1.43,93.96,134.08,7156.55,85.9,38.98
57.68,80.32,2.06,25.98,1.45,111.31,161.25,7489.50,105.35,39.35
70.24,76.43,3.36,23.69,1.11,91.06,100.9,5177.26,54.01,47.14
84.84,66.42,2.75,28.07,1.46,145.66,212.59,6556.80,82.89,47.49
23.53,21.4,3.89,26.77,1.29,147.66,190.32,7574.86,98.41,39.51
13.47,74.29,3.17,20.07,1.5,68.79,103.02,3539.63,45.5,38.2
89.1,77.99,4.09,25.98,1.01,143.36,144.97,3843.87,42.26,61.17
38.34,74.21,2.99,20.61,1.39,101.34,141.16,7137.56,103.47,31.75
21.61,77.44,4.07,20.03,1.03,107.4,110.37,3935.96,47.11,40.86
52.16,52.32,3.79,19.01,1.37,144.36,197.37,3407.99,50.16,48.46
63.85,94.53,4.07,19.36,1.47,123.65,182.01,2308.36,25.22,62.4
12.79,77.81,4.03,26.45,1.16,112.98,131.44,4345.54,49.04,44.61
34.74,63.4,3.22,29.91,1.17,137.82,161.18,7263.92,78.4,44.39
12.95,90.06,2.92,26.11,1.12,115.81,129.67,3601.70,53.54,41.07
47.83,88.11,3.91,26.5,1.22,57.63,70.06,7945.14,81.95,41.95
90.56,81.09,2.9,27.39,1.24,119.6,147.87,2168.66,26.71,71.42
98.44,62.28,2.22,28.67,1.29,144.25,185.5,3406.75,42.02,63.52
67.33,59.53,4.15,21.21,1.34,103.22,138.75,5451.99,65.45,45.68
24.55,44.65,2.99,25.25,1.31,103.87,135.96,6775.04,89.95,34.01
91.53,38.82,2.33,20.6,1.05,77.79,81.64,5241.01,73.75,36.53
56.46,58.43,3.62,24.31,1.32,106.25,139.84,2360.32,24.99,62.05
23.84,63.33,4.22,20.5,1.1,143.78,157.63,4395.86,46.9,44.96
92.96,38.34,4.15,18.77,1.27,78.32,99.27,7166.20,80.57,38.36
78.17,89.2,3.39,19.06,1.29,146.81,189.94,2533.65,37.86,55.51
75.85,61.8,2.22,29.72,1.22,120.88,147.25,5090.87,72.44,46.84
73.83,59.49,3.74,18.07,1.21,71.86,86.87,5873.42,61.06,39.52
28.03,52.67,3.52,26.28,1.21,120.45,146.06,7975.29,113.42,37.25
28.99,24.36,2.53,28.65,1.12,92.35,103.2,3299.96,48.68,41.83
71.95,86.18,4.25,22.72,1.4,108.66,152.3,7662.60,100.27,36.9
29.78,43.77,2.22,26.5,1.24,136.12,169.17,4759.48,63.87,42.93
49.48,68.18,2.93,22.19,1.25,71.52,89.58,2341.50,30.22,47.14
80.38,65.56,2.24,24.35,1.09,94.8,103.55,7116.14,81.29,40.84
80.56,63.84,4.28,29.23,1.24,93.82,116.13,2537.94,25.95,74.75
50.79,59.43,2.09,18.51,1.22,118.97,144.99,2581.08,26.88,50.72
81.3,33.61,3.06,21.21,1.21,56.83,68.59,2021.31,29.24,54.46
85.48,41.05,4.15,19.27,1.22,68.66,83.97,4378.40,53.96,47.95
68.93,59.31,2.63,23.95,1.12,94.05,105.62,3234.07,32.4,54.12
30.56,79.2,2.26,27.25,1.4,104.46,145.98,2973.61,39.05,48.19
34.66,52.4,2.32,29.72,1.1,54.34,59.64,7155.90,89.47,37.77
38.34,35.29,3.01,19.87,1.27,94.34,119.78,4885.42,51.28,39.36
20.51,26.6,3.07,18.53,1.16,112.08,130.15,4699.96,62.25,32.33
34.58,69.73,3.8,19.66,1.36,63.58,86.43,6819.12,97.41,32.88
28.86,51.75,2.59,29.63,1.35,94.17,126.71,4557.39,67.24,44.38
50.98,29.4,3.75,21.84,1.35,123.93,167.2,2802.49,39.07,54.18
91.76,70.59,4.5,21.21,1.44,58.96,85.07,2613.68,27.4,64.37
19.4,35.57,4.16,26.82,1.39,112,155.72,3997.71,47.53,48.65
74.82,58.18,3.59,19.45,1.16,88.33,102.89,6414.34,86.54,36.81
71.86,42.96,4.35,22.19,1.2,95.07,113.78,5612.48,73.27,42.22
18.62,89.88,4.48,19.74,1.43,86.04,123.36,7241.91,91.1,30.57
93.03,37.12,3.43,29.69,1.41,58.41,82.47,2922.47,41.95,59.28
61.16,51.49,2.68,21.42,1.46,109.83,160.42,4874.37,70.63,41.45
42.74,91.96,4.29,21.23,1.42,92.5,131.28,6982.59,70.41,40.72
78.09,43.9,4.11,25.61,1.06,134.01,142.67,6352.99,70.2,50.19
33.16,68.34,2.21,18.2,1.17,123.24,143.59,3716.74,45.87,35.98
72.42,43.75,4.34,25.84,1.15,107.97,123.77,3640.51,39.25,58.75
13.57,28.3,2.92,23.45,1.19,73.69,87.65,4461.04,52.61,33.8
85.55,67.07,2.81,20.21,1.15,98.54,112.94,2111.19,25.65,59.19
50.34,88.7,2.86,23.84,1.39,127.77,177.91,2959.99,35.45,54.71
67.3,53.94,2.8,29.99,1.35,61.74,83.38,4187.45,53.9,47.72
29.91,66.96,3.29,28.07,1.1,61.87,68.02,6359.80,75.3,37.11
70.94,65.67,3.45,29.69,1.09,71.92,78.38,5788.23,74.57,47.02
79.5,51.13,3.06,29.11,1.11,138.63,153.75,7961.31,111.28,42.36
52.59,66.12,3.03,27.84,1.16,100.89,116.73,4057.43,58.89,45.83
65.6,39.45,3.84,22.02,1.34,147.61,197.99,7137.11,98.89,38.94
51.07,48.35,2.01,26.76,1.18,138.57,164.13,4074.61,45.25,48.68
90.47,53.17,4.37,22.7,1.21,73.06,88.55,3515.38,50.2,51.04
54.81,84.8,3.79,23.15,1.02,148.59,151.71,4970.03,67.8,44.41
85.76,46.12,3.77,28.48,1.24,99.03,122.8,4916.29,72.6,47.57
82.12,67.64,3.05,20.46,1.22,137.03,167.29,3869.53,54.49,46.88
46.95,36.01,4.41,21.56,1.34,97.58,130.93,7334.27,83.33,42.04
30.71,38.94,2,29.17,1.1,144.62,159.2,7571.27,76.42,43.37
46.55,68.63,2.19,26.4,1.36,124.36,169.29,5216.51,61.47,45.94
84.36,77.17,4.01,18.78,1.36,102.78,139.67,5917.41,62.83,42.79
30.49,54.66,3.85,19.46,1.31,119.99,157.32,6096.26,74.05,36.66
57.2,45.13,2.68,24.95,1.18,72.68,85.69,3762.68,49.86,46.06
82.55,88.27,3.49,27.59,1.03,135.49,139.47,6054.15,74,49.21
41.81,30.19,3.33,27.51,1.12,77.32,86.47,4420.66,56.92,44.93
67.8,74.05,3.32,23.1,1.47,109.36,160.22,4525.44,58.17,46.26
32.11,71.76,3.49,21.1,1.44,149.13,214.68,7257.56,90.05,36.26
19.84,71.77,4.48,27.45,1.1,55.3,60.75,5345.39,69.44,39.68
81.49,90.16,4.47,29.33,1.16,67.28,78.08,7605.43,87.15,43.94
18.91,74.61,4.45,23.33,1,118.69,119.27,6381.61,95.47,36.58
34.42,42.62,3.37,19.65,1.16,113.68,131.33,5316.83,64.6,38.67
86.96,46.51,2.8,25.32,1.4,122.42,171.43,6234.70,87.2,42.98
41.18,49.33,3.4,18.86,1.29,51.95,66.79,3990.17,55.58,34.28
97.57,22.31,3.56,25.34,1.43,118.26,169.63,4776.88,56.67,53.52
98.18,88.51,2.78,20.08,1.48,144.13,213.42,4688.07,51.75,52.73
34.14,25.52,3.58,24.19,1.11,90.09,100.06,6964.92,87.06,33.98
13.69,72.48,3.55,25.51,1.28,99.02,126.48,3913.86,46.45,44.77
73.46,74.76,4.26,23.36,1.38,120.04,165.37,5319.40,65.72,45.19
50.59,83.28,2.59,27.93,1.31,138.05,180.95,4571.75,66.97,47.24
19.07,61.5,3.74,22.5,1.13,125.35,141.66,7655.76,99.23,37.24
73.68,74.39,3.13,19.86,1.49,146.18,217.6,7126.92,93.18,39.14
12.81,42.7,2.32,23.57,1.34,123.93,165.71,7587.65,100.43,35.08
88.32,75.92,2.79,29.56,1.01,78.66,79.06,4630.07,46.52,53.52
22.48,45.76,2.14,28.56,1.26,139.56,175.58,4382.18,60.31,44.37
21.46,87.71,2.8,21.73,1.08,100.82,109.18,3638.28,45.2,39.44
25.81,32.25,2.17,20.91,1.36,141.84,193.12,3429.01,45.95,40.35
96.42,43.68,4.31,23.8,1.03,56.57,58.41,4659.58,55.9,48.31
72.39,57.41,2.25,25.86,1.17,114.73,134.27,2998.80,30.02,56.86
82.12,78.19,4.04,29.12,1.16,51.35,59.39,7976.96,102.49,43.05
45.79,76.16,4.27,25.36,1.45,64.97,93.94,3046.29,36.96,49.72
40.27,35.8,3.17,28.03,1.44,80.3,115.38,6509.15,86.62,39.11
31.1,30.82,2.13,26.35,1.41,123.94,174.96,7003.36,82.97,38.71
53.26,42.8,3.49,19.22,1.37,91.94,126.25,7754.87,98.64,33.69
59.66,56.28,2.59,28.7,1.48,94.32,139.33,3808.47,42.96,54.96
66.86,60.43,2.44,20.39,1.1,79.54,87.14,7260.00,96.81,33.85
33.14,52.19,3.42,22.4,1.41,134.34,189.41,3743.30,40.74,49.14
95.38,69.73,2.89,28.08,1.34,146.36,195.64,5028.23,69.86,51.99
25.28,52.07,3.83,29.75,1.35,148.32,200.34,5467.10,58.35,49.61
96.91,90.97,3.48,21.73,1.21,102.18,123.99,5069.42,58.69,48.2
11.34,39.57,4.07,22.6,1.33,54.41,72.16,2964.83,33.64,40.57
53.3,67.05,2.15,23.83,1.12,59.82,66.92,7936.08,102.44,35.47
40,65.85,2.59,23.98,1.27,137.25,173.64,3028.78,36.43,50.48
50.42,41.12,3.42,27,1.49,109.69,162.93,2392.89,30.96,58.37
61.36,50.88,4.2,27.81,1.34,68.06,91.37,2026.00,22.38,66.65
49.2,47.41,4.03,29.89,1.34,103.68,138.7,6484.96,74.08,47.27
47.34,32.94,3.7,27.65,1.12,111.53,124.65,2305.15,28.24,58.11
75.95,55.8,3.44,21.6,1.42,135.73,192.79,3345.78,39.96,58.91
71.73,49,3.58,22.3,1.46,116.02,169.59,5138.19,56.72,48.52
84.99,33.37,2.53,25.42,1.05,98.37,103.7,3317.33,33.83,55.03
32.5,53.74,3.49,26.24,1.23,110.3,135.25,6974.32,95.32,36.97
64.86,51.64,3.23,19.08,1.33,63.39,84.49,4857.46,48.81,41.74
62.67,29.85,2.96,22.12,1.44,74.44,107.32,7337.49,92.48,37.25
43.28,29.84,4.22,20.43,1.27,102.94,130.57,7325.93,90.79,36.41
53.75,68.56,4.07,24.09,1.21,71.38,86.38,4827.62,69.37,42.29
38.24,72.99,2.19,20.02,1.02,148.54,151.45,3300.48,44.45,41.17
22.77,90.59,4.46,24.97,1.28,104.87,133.78,4189.83,42.33,50.94
29.24,26.53,2.57,23.61,1.16,64.31,74.9,7312.04,76.76,35.38
19.5,28.84,2.54,22.85,1.5,142.28,212.93,6946.86,94.56,35.79
71.48,23.89,4.36,25.79,1.3,120.95,157.12,3434.37,38.27,61.26
69.47,59.92,3.11,23,1.11,53.89,59.67,4957.22,52.77,40.33
95.55,66.71,4.01,22.79,1.5,86.34,129.19,6408.38,75.8,43.99
75.67,50.26,2.72,25.81,1.3,92.58,119.95,3847.76,56.62,45.63
14.68,79.84,4.18,18.69,1.38,102.94,142.53,6216.81,74.23,33.66
89.58,71.5,4.08,23.19,1.48,81.6,121.13,2576.70,33.97,58.11
87.64,93.94,3.3,20.34,1.38,122.17,168.02,5183.04,58.8,48.47
49.9,30.34,3.76,18.46,1.47,104.61,153.96,4372.43,60.68,43.46
62.73,24.37,4.41,18.42,1.18,54.71,64.61,2371.79,28.18,51.21
97.85,40.61,3.13,20.01,1.03,57.87,59.36,7021.91,99.99,33.41
57.91,21.43,3.24,23.21,1.48,82.9,122.85,3710.13,50.82,44.57
91.48,89.95,3.81,24.8,1.27,115.13,146.66,3144.28,33.21,61.66
17.47,42.8,2.97,27.55,1.39,114.82,159.1,5459.34,61.27,44.36
27.19,61.43,4.4,25.29,1.28,68.67,87.61,7329.53,83.44,38.05
49.67,43.86,2.1,24.24,1.38,139.27,192.26,6955.60,80.1,40.75
62.63,38.44,3.01,18.44,1.03,101.41,104.43,2758.12,38.15,44.77
83.46,31.43,3.78,21.57,1.03,108.04,111.65,4486.79,52.44,47.66
98.94,44.03,3.07,26.31,1.46,128.94,188.23,7698.83,98.19,42.99
45,66.16,2.65,21.25,1.22,61.5,74.9,3105.33,43.91,40.36
14.27,92.87,3.03,25.13,1.15,102.4,117.8,5240.53,54.36,42.46
82.11,61.86,4.2,25.25,1.46,119.54,174.22,2035.36,23.37,75.07
64.39,59.95,3.37,21.66,1.5,70.44,105.61,2569.29,38.12,48.1
27.87,22.64,2.84,24.86,1.31,67.33,88,3611.06,52.02,41.86
54.53,83.01,3.68,19.37,1.28,143.62,183.83,3444.67,48.08,44.99
76.81,23.36,3.53,26.72,1.46,127.95,186.64,5353.20,59.22,53.92
79.34,87.97,3.4,18.27,1.09,52.66,57.36,3193.53,45.19,44.06
54.97,60.4,2.98,18.42,1.32,90.26,118.83,5732.70,84.83,34.37
37.47,32.63,2.18,28.44,1.4,68.36,95.92,7252.74,95.66,35.72
97.64,53.88,3.55,24.96,1.37,81.65,111.84,6894.73,72.29,46.62
69.7,94.62,3.05,19.95,1.37,78.71,108.16,6340.99,93.7,33.45
46.74,42.88,3.07,25.22,1.4,149.93,210.28,2659.69,26.61,61.85
35.24,40.21,2.59,22.44,1.11,147.56,163.22,3443.24,46.62,43.87
75.8,28.85,2.62,21.24,1.28,58.92,75.29,3995.08,49.83,43.41
31.8,64.79,3.97,27.74,1.05,74.07,78.14,5962.18,72.39,41.9
25.45,26.69,3.2,23.73,1.05,127.97,133.78,3809.32,54.72,44.94
57.69,77.45,2.27,21.52,1.41,113.31,159.65,2142.36,25.23,59.56
36.1,88.94,2.11,29.32,1.41,57.83,81.31,6643.91,70.82,40.74
66.6,89.89,2.56,19.98,1.09,54.98,60,7377.33,80.93,32.93
20.61,28.09,3.22,19.7,1.28,66.48,85.28,6173.20,69.64,31.38
68.94,61.87,3.54,19.17,1.02,93.31,95.13,4004.67,48.77,44.76
35.5,27.28,2.36,19.49,1.19,136.52,161.83,5876.27,65.45,33.18
10.02,62.9,3.08,21.03,1.07,87.23,93.65,6304.77,66.28,32.54
21.42,81.12,2.18,26.38,1.19,78.4,92.99,2956.40,31.97,41.33
94.03,60.33,2.09,26.06,1.29,79.97,103.16,7043.42,76.15,44.04
88.06,85.4,4.16,27.16,1.4,112.8,158.19,6444.31,94.74,46.39
31.02,80.13,3.65,24.91,1.26,86.93,109.24,5130.88,60.28,43.84
80.05,40.74,3.95,23.91,1.47,95.6,140.13,2786.00,34.28,61.13
64.77,67.26,2.45,23.18,1.05,90.78,95.37,6945.76,97.72,36.27
97.38,20.56,2.81,28.5,1.27,88.44,112.26,4109.51,51.86,56.55
43.62,49.7,3.11,22.12,1.45,66.44,96.57,3081.29,33.17,47.75
71.33,37.85,3.65,28.7,1.12,142.55,159.25,7952.56,111.19,43.09
15.72,90.28,3.34,21.31,1.39,63.57,88.08,5662.70,76,30.19
45.66,50.4,3.38,19.89,1.13,109.14,123.06,6756.67,99.9,31.3
96.74,69.05,2.39,21.06,1.49,55.95,83.3,2819.50,31.94,56.14
58.51,74.9,3.19,23.99,1.38,68.12,93.9,5710.47,61.67,41.32
35.91,77.99,4.06,29.11,1.33,82.73,109.76,6404.39,84.29,42.19
20.82,75.18,3.27,20.13,1.44,69.64,100.05,3655.95,39.31,40.9
73.32,41.69,2.5,24.96,1.29,88.37,114.34,2897.96,40.65,50.73
68.04,71.46,3.03,20.61,1.15,119.36,136.81,6544.41,80.92,34.15
43.65,61.18,3.89,26.13,1.16,114.76,133.01,3627.84,53.9,45.04
95.58,64.8,2.34,23.58,1.29,104.96,135.85,5535.19,60.16,45.87
12,20.06,3.45,26.8,1.26,80.34,101.55,6674.66,92.07,37.75
37.34,39.37,4.41,28.27,1.45,134.51,195.58,2723.70,30.47,66.02
92.9,89.8,2.95,22.02,1.27,135.87,172.69,5179.79,60.93,47.07
38.88,41.76,2.11,29.26,1.26,71.98,90.36,6587.59,80.92,40.11
32.7,52.85,3.58,23.62,1.22,146.81,179.73,2888.43,32.93,54.76
58.08,34,2.12,29.24,1.06,66.41,70.68,2358.75,32.4,49.06
84.14,30.4,2.48,20.77,1.06,75.86,80.43,4013.63,47.28,41.12
19.28,35.65,2.12,28.77,1.33,122.74,163.72,6992.56,84.35,40.2
94.87,61.52,2.43,22,1.23,122.28,150.33,3339.69,42.67,52.78
81.56,88.93,4.14,27.01,1.27,73.62,93.72,3561.54,46.25,56.12
26.31,44.46,3.84,29.62,1.46,101.89,149.12,2328.49,30.51,55.39
74.08,44.26,2.85,28.95,1.39,52.68,73.31,3545.41,47,51.73
44.65,62.31,4.24,23.56,1.19,107.51,127.92,5240.62,66.91,40.87
46.21,46.76,3.66,22.14,1.39,142.48,197.9,6875.46,87.91,39.58
80.5,88.28,3.12,25.35,1.49,67.66,100.6,3078.61,39.62,52.2
96.65,48.34,2.17,26.47,1.08,51.45,55.65,3725.51,54.7,48.63
21.4,56.78,3.83,24.48,1.45,128.04,185.45,3658.39,39.87,52.07
47.86,60,2.94,28.18,1.18,144.41,169.99,5429.90,69.98,45.55
53.28,78.66,2.76,18.7,1.37,77.58,106.12,5254.76,78.66,30.04
43.87,62.29,2.72,25.2,1.34,138.83,185.99,4222.34,62.36,46.5
42.69,37.94,2.02,24.3,1.35,95.54,129.32,7342.97,102.21,34.99
14.7,29.3,3.86,18.47,1.45,129.15,186.74,6562.99,75.37,37.52
71.7,90.33,2.36,18.15,1.32,80.16,105.43,5131.32,71.51,35.23
49.26,80.12,3.3,25.27,1.1,142.92,156.55,5600.24,83.69,43.24
27.53,21.72,2.04,19.42,1.33,57.21,76.35,3782.95,53.92,32.33
83.44,81.61,3.57,27.22,1.17,137.8,161.13,7848.85,87.92,42.88
82.23,64.29,2.92,29.39,1.48,83.52,123.37,3778.11,46.64,54.9
53.78,58.92,3.58,20.13,1.16,50.44,58.34,5784.81,77.46,32.02
36.86,20.92,2.22,27.58,1.12,79.74,89.35,6969.11,72.28,36.52
67.43,78.56,2.67,25.1,1.01,131.12,132.14,7888.27,116.27,37.4
35.93,34.85,2.28,23.38,1.43,59.59,85.27,6476.90,75.92,34.72
31.24,74.6,3.62,25.8,1.46,116.42,169.74,2319.68,29.16,56.12
75.75,21.19,2.27,27.63,1.03,135.41,139.99,3170.90,41.53,55.47
13.63,79.73,3.54,29.65,1.21,80.9,97.67,5789.08,64.26,40.66
18.53,21.73,2.34,25.93,1.21,93.84,113.48,2989.12,34.2,46.09
10.61,37.69,4.36,26.96,1.4,51.22,71.72,5329.43,62.69,42.73
23.76,40.12,3.04,25.29,1.17,71.72,84.05,6329.46,86.48,37.92
16.21,31.81,2.32,24.78,1.17,69.82,81.81,6472.38,90.9,32.91
99.62,56.08,2.1,18.78,1.17,133.63,155.79,4789.84,65.82,40.69
35.99,41.28,2.82,19.86,1.21,139.22,169.09,2515.61,36.24,45.72
23.43,94.5,4.23,22.55,1.32,103.82,137.18,4377.69,44.2,44.74
31.69,63.5,2.36,25.79,1.48,108.21,160.62,3482.81,38.98,51.06
94.25,62.49,3.98,18.91,1.26,56.67,71.64,7052.56,95.75,36.18
56.81,36.57,3.04,24.53,1.19,105.53,126.08,7564.30,98.78,35.88
42.83,50.65,4.01,18.16,1.01,75.63,76.3,7384.33,109.23,30.99
88.61,29.3,4.19,27.19,1.08,88.18,95.25,4802.37,55.48,52.09
45.55,77.19,4.49,26,1.47,96.85,142.76,3912.56,44.74,53.31
40.15,44.84,2.17,24.25,1.13,108.39,122.47,6904.46,102.55,36.1
28.66,76.4,3.99,24.85,1.1,101.36,111.59,4806.88,65.55,40.93
44,47.88,2.17,29.19,1.09,62.4,67.78,6473.34,85.79,38.38
38.5,94.16,2.79,28.88,1.29,98.82,127.88,3938.66,50.15,47.24
70.96,32.83,3.62,27.51,1.2,77.73,93.08,7435.85,81.05,42.6
36.06,20.11,3.12,22.03,1.29,137.54,177.7,7605.10,107.22,33.28
61.95,64.61,3.41,19.29,1.49,66.18,98.41,3306.47,42.25,43.99
15.93,91.47,4.42,21.86,1.04,115.33,119.63,5219.12,61.88,38.16
27.22,68.53,4.05,27.02,1.07,130.18,138.95,6127.67,67.37,44.97
46.67,26.43,2.91,25.33,1.29,58.16,74.85,3587.73,36.55,47.09
94.33,60.54,3.5,26.47,1.08,105.68,114.34,3038.05,45.22,55.93
43.95,88.21,2.12,19.26,1.33,73.61,98.03,3319.38,44.1,38.37
69.77,20.49,3.13,19.9,1.41,68.5,96.38,7026.60,97.6,33.54
